Intent,Question,Answer
question_data_set,what came first army or air force,"The AAF was a component of the United States Army , which in 1942 was divided functionally by executive order into three autonomous forces: the Army Ground Forces , the Services of Supply (which in 1943 became the Army Service Forces ), and the AAF."
question_data_set,what day is 2011 super bowl?,"The game was played on February 6, 2011, at Cowboys Stadium in Arlington, Texas , the first time the Super Bowl was played in the Dallas–Fort Worth area."
question_data_set,what does the FOIA apply to,The Freedom of Information Act (FOIA) is a federal freedom of information law that allows for the full or partial disclosure of previously unreleased information and documents controlled by the United States government .
question_data_set,how many countries are member of the eu?,The European Union (EU) is an economic and political union of 27 member states that are located primarily in Europe .
question_data_set,how many vehicles are registered in the us,"Overall, there were an estimated 254.4 million registered passenger vehicles in the United States according to a 2007 DOT study."
question_data_set,what does a laboratory in a gynecologist office consist of,"A medical laboratory or clinical laboratory is a laboratory where tests are done on clinical specimens in order to get information about the health of a patient as pertaining to the diagnosis, treatment, and prevention of disease."
question_data_set,what cards do you need in poker to get a royal flush,"These hand rankings are also used in some other card games , and in poker dice ."
question_data_set,what does xylem transport,"Its basic function is to transport water, but it also transports some nutrients through the plant."
question_data_set,how many mvps has kobe bryant won,"He has won the All-Star MVP Award four times ( 2002 , 2007 , 2009 , and 2011 ), tying him for the most All Star MVP Awards in NBA history."
question_data_set,what do jehovah witnesses believe,"Jehovah's Witnesses' beliefs are based on their interpretations of the Bible and they prefer to use their own translation, the New World Translation of the Holy Scriptures ."
question_data_set,what do jehovah witnesses believe,"They believe that the destruction of the present world system at Armageddon is imminent, and that the establishment of God's kingdom on earth is the only solution for all problems faced by mankind."
question_data_set,how old old is xp operating system,"Windows XP was released worldwide for retail sale on October 25, 2001, and over 400 million copies were in use in January 2006."
question_data_set,how many pawns in chess,"In chess, each player begins the game with eight pawns, one on each square of the rank immediately in front of the other pieces."
question_data_set,what countries allow gays to openly serve in the military,"Nations that permit gay people to serve openly in the military include the 4 of the 5 members of the UN Security Council (United States, United Kingdom, France, and Russia), the Republic of China (Taiwan), Australia , Israel , South Africa , Argentina , and all NATO members excluding Turkey ."
question_data_set,How Works Diaphragm Pump,"A diaphragm pump (also known as a Membrane pump, Air Operated Double Diaphragm Pump (AODD) or Pneumatic Diaphragm Pump) is a positive displacement pump that uses a combination of the reciprocating action of a rubber , thermoplastic or teflon diaphragm and suitable valves either side of the diaphragm ( check valve , butterfly valves, flap valves, or any other form of shut-off valves) to pump a fluid ."
question_data_set,how is hydrogen produced,Currently the dominant technology for direct production is steam reforming from hydrocarbons .
question_data_set,how many percent is a basis point,1 basis point = 1 permyriad = one one-hundredth percent
question_data_set,how many percent is a basis point,1 bp = 1 = 0.01% = 0.1‰ = 10−4 = = 0.0001
question_data_set,how many percent is a basis point,"The relationship between percentage changes and basis points can be summarized as follows: 1 percentage point change = 100 basis points, and 0.01 percentage points = 1 basis point."
question_data_set,what genre is bloody beetroots,"The Bloody Beetroots is the pseudonym of Sir Bob Cornelius Rifo, the Italian electro house and dance-punk music producer , DJ and photographer ."
question_data_set,what country is madrid spain in,"Madrid (, ) is the capital and largest city of Spain ."
question_data_set,What causes rogue waves,"Rogue waves seem not to have a single distinct cause, but occur where physical factors such as high winds and strong currents cause waves to merge to create a single exceptionally large wave."
question_data_set,what happened to montgomery clift,"Later, after a disfiguring car crash in 1956, and alcohol and prescription drug abuse, he became erratic."
question_data_set,how many asian indians live in usa,"Indian Americans are citizens of the United States of Indian ancestry and comprise about 3.18 million people, or ~1.0% of the U.S. population, the country's third largest self-reported Asian ancestral group after Chinese Americans and Filipino Americans according to American Community Survey of 2010 data."
question_data_set,what caused the world war 2,"The main causes of World War II were nationalistic issues, unresolved issues, and resentments resulting from World War I and the interwar period in Europe, in addition to the effects of the Great Depression in the 1930s."
question_data_set,what caused the world war 2,The culmination of events that led to the outbreak of war are generally understood to be the 1939 invasion of Poland by Germany and Soviet Russia and the 1937 invasion of the Republic of China by the Empire of Japan .
question_data_set,what happened to george o'malley on grey's anatomy?,"In 2007, Knight's co-star Isaiah Washington ( Preston Burke ) insulted him with a homophobic slur, which resulted in the termination of Washington's Grey's Anatomy contract."
question_data_set,what happened to george o'malley on grey's anatomy?,"In 2009, after the conclusion of the fifth season , it was confirmed that Knight would not be returning for the show's sixth season ."
question_data_set,what happened to george o'malley on grey's anatomy?,"The actor stated the reason for his departure was due to a ""breakdown in communication"" with Rhimes, his character's lack of screen time, as well as his decision to be openly gay ."
question_data_set,what happened to george o'malley on grey's anatomy?,"Despite this, his death received mixed feedback."
question_data_set,how many people die from myasthenia gravis per year,The disease incidence is 3–30 cases per million per year and rising as a result of increased awareness.
question_data_set,how many rooms in borgata hotel,"The $1.1 billion casino hotel features 2,002 rooms and is the largest hotel in New Jersey ."
question_data_set,what country has the most muslims in the world,"The largest Muslim country is Indonesia , home to 12.7% of the world's Muslims, followed by Pakistan (11.0%), India (10.9%), and Bangladesh (9.2%)."
question_data_set,what country is dubai in,"Dubai ( ; ', ) is a city in the United Arab Emirates , located within the emirate of the same name."
question_data_set,how much of earth is covered ocean water,"Approximately 72% of the planet's surface (~3.6x108 km2) is covered by saline water that is customarily divided into several principal oceans and smaller seas, with the ocean covering approximately 71% of the Earth's surface."
question_data_set,how is root beer made?,"Root beer is a carbonated , sweetened beverage , originally made using the root of a sassafras plant (or the bark of a sassafras tree) as the primary flavor."
question_data_set,how much did yankee stadium cost,"Also controversial was the price tag of $1.5 billion, which makes it not only the most expensive baseball stadium ever built, but the second-most expensive stadium of any kind (after MetLife Stadium in East Rutherford, New Jersey )."
question_data_set,what does informal logic mean,"Informal logic, intuitively, refers to the principles of logic and logical thought outside of a formal setting."
question_data_set,what country is turkey in,"Turkey (), officially the Republic of Turkey , is a transcontinental country , located mostly on Anatolia in Western Asia and on East Thrace in Southeastern Europe ."
question_data_set,what country is turkey in,"Turkey is bordered by eight countries: Bulgaria to the northwest; Greece to the west; Georgia to the northeast; Armenia , Iran and the Azerbaijani exclave of Nakhchivan to the east; and Iraq and Syria to the southeast."
question_data_set,"what county is Augusta,GA located in?","Augusta is the principal city of the Augusta – Richmond County Metropolitan Statistical Area , which as of 2010 had an estimated population of 556,877, making it both the second-largest city and the second-largest metro area in the state after Atlanta ."
question_data_set,"What happened to ""The Glades"" tv series",The show has been renewed for a fourth season.
question_data_set,how many albums has eminem sold in his career,"He has sold more than 100 million records worldwide, including 42 million tracks and 49.1 million albums in the United States."
question_data_set,what do pigs eat,Pigs are omnivores and are highly social and intelligent animals.
question_data_set,what does a cutter do,"In baseball , a cutter, or cut fastball, is a type of fastball which breaks slightly toward the pitcher 's glove side as it reaches home plate ."
question_data_set,what it takes aerosmith album,"""What It Takes"" is a power ballad by American hard rock band Aerosmith ."
question_data_set,what it takes aerosmith album,It was released in 1990 as the third single from Aerosmith's critically and commercially successful 1989 album Pump .
question_data_set,what county is erie colorado,Erie is a Statutory Town in Boulder and Weld counties in the U.S. state of Colorado .
question_data_set,What happened during the Starving Time in Jamestown?,Lack of access to water and a relatively dry rain season crippled the agricultural production of the colonists.
question_data_set,What happened during the Starving Time in Jamestown?,"A fleet from England, damaged by a hurricane, arrived months behind schedule with new colonists, but without expected food supplies."
question_data_set,What happened during the Starving Time in Jamestown?,There is scientific evidence that the settlers at Jamestown had turned to cannibalism during the starving time.
question_data_set,what classes are considered humanities,"The humanities are academic disciplines that study human culture, using methods that are primarily analytical , critical , or speculative , and having a significant historical element, as distinguished from the mainly empirical approaches of the natural sciences ."
question_data_set,what classes are considered humanities,"The humanities include ancient and modern languages , literature , philosophy , religion , and visual and performing arts such as music and theatre ."
question_data_set,what classes are considered humanities,"The humanities that are also regarded as social sciences include history , anthropology , area studies , communication studies , cultural studies , law , economics and linguistics ."
question_data_set,what classes are considered humanities,"Human disciplines like history , cultural anthropology and psychoanalysis study subject matters to which the experimental method does not apply, and they have access instead to the comparative method and comparative research ."
question_data_set,what does the president of the usa do,The President of the United States of America (POTUS) is the head of state and head of government of the United States .
question_data_set,what does the president of the usa do,The president leads the executive branch of the federal government and is the commander-in-chief of the United States Armed Forces .
question_data_set,what does the president of the usa do,"The president is further empowered to grant federal pardons and reprieves , and to convene and adjourn either or both houses of Congress under extraordinary circumstances."
question_data_set,what food is in afghan,"Afghan cuisine is largely based upon the nation's chief crops; cereals like wheat , maize , barley and rice ."
question_data_set,what food is in afghan,"Accompanying these staples are dairy products ( yogurt and whey ), various nuts , and native vegetables, as well as fresh and dried fruits; Afghanistan is well known for its grapes ."
question_data_set,how kimberlite pipes form,Volcanic pipes are relatively rare.
question_data_set,how many seasons of grey's anatomy are there,"On May 11, 2012, the series was renewed for a ninth season, which premiered on September 27, 2012."
question_data_set,how is schizophrenia diagnosed?,Diagnosis is based on observed behavior and the patient's reported experiences.
question_data_set,what kind of cut is tri tip,The tri-tip is a cut of beef from the bottom sirloin primal cut .
question_data_set,what kind of cut is tri tip,"It is a small triangular muscle , usually 1.5 to 2.5 lbs. (675 to 1,150g) per side of beef."
question_data_set,what county is willmar mn in?,"Willmar is a city in, and the county seat of, Kandiyohi County , Minnesota , United States ."
question_data_set,what kind of company is Microsoft?,"Microsoft Corporation is an American multinational software corporation headquartered in Redmond , Washington that develops, manufactures, licenses, and supports a wide range of products and services related to computing ."
question_data_set,how does weather happen,Weather is driven by air pressure (temperature and moisture) differences between one place and another.
question_data_set,how many countries have english as an official language,"In 2012, there were 88 states in total (60 sovereign states and 28 non-sovereign states)."
question_data_set,what countries are in cono sur,"Although geographically this includes Southern and part of Southeast ( São Paulo ) of Brazil , in terms of political geography the Southern cone has traditionally comprised Argentina , Chile , Paraguay , and Uruguay ."
question_data_set,what countries are in cono sur,"In the narrowest sense, it only covers Argentina , Chile and Uruguay , bounded on the north by the states of Brazil, Paraguay, Bolivia and Peru, on the west by the Pacific Ocean, and south to the junction between the Pacific and Atlantic Oceans, which it is the closest continental area of Antarctica (1000 km)."
question_data_set,how many innings makes an official game,"Since most professional baseball games are nine innings long, the fifth inning is used as the threshold for an official game."
question_data_set,what branch of the military is delta force,It was formerly listed as the Combat Applications Group by the Department of Defense but has since been officially re-designated the Army Compartmented Elements (ACE).
question_data_set,what causes the seasons,Seasons result from the yearly revolution of the Earth around the Sun and the tilt of the Earth's axis relative to the plane of revolution.
question_data_set,what does 3g network mean,"3G, short for third Generation, is the third generation of mobile telecommunications technology."
question_data_set,what does Mazel tov! mean,"""good luck"") is a phrase used to express congratulations for a happy and significant occasion or event."
question_data_set,How Do You Get Hepatitis C,"HCV is spread primarily by blood-to-blood contact associated with intravenous drug use , poorly sterilized medical equipment and transfusions ."
question_data_set,how does flexible spending account work,"An FSA allows an employee to set aside a portion of earnings to pay for qualified expenses as established in the cafeteria plan, most commonly for medical expenses but often for dependent care or other expenses."
question_data_set,how tennessee became a state,"Tennessee was the last state to leave the Union and join the Confederacy at the outbreak of the U.S. Civil War in 1861, and the first state to be readmitted to the Union at the end of the war."
question_data_set,how many baseball teams usa,It is composed of 30 teams — 29 in the United States and one in Canada.
question_data_set,what county is coatesville indiana located in,"Coatesville is a town in Clay Township , Hendricks County , Indiana , United States ."
question_data_set,how does Delaware support its claim to being the first state?,"Delaware was one of the 13 colonies participating in the American Revolution and on December 7, 1787, became the first state to ratify the Constitution of the United States , thereby becoming known as The First State."
question_data_set,how many amendments in the US constitution,"Twenty-seven amendments have been ratified since the original signing of the Constitution, the first ten of which are known collectively as the Bill of Rights ."
question_data_set,what does fidelity do,"Fidelity Investments manages a large family of mutual funds , provides fund distribution and investment advice services, as well as providing discount brokerage services , retirement services, wealth management , securities execution and clearance, life insurance and a number of other services."
question_data_set,what causes thunder sound,Thunder is the sound caused by lightning .
question_data_set,what causes thunder sound,"In turn, this expansion of air creates a sonic shock wave, similar to a sonic boom , which produces the sound of thunder, often referred to as a clap, crack, or peal of thunder."
question_data_set,what day is the federal holiday for Martin Luther King Jr.,"It is observed on the third Monday of January each year, which is around the time of King's birthday, January 15."
question_data_set,what area code is 949,Area code 949 is an area code in California that is contained mostly within South Orange County .
question_data_set,what does continuous improvement mean,"A continual improvement process, also often called a continuous improvement process (abbreviated as CIP or CI), is an ongoing effort to improve products, services, or processes."
question_data_set,what area code is 810,Area code 810 is the telephone area code serving eastern Michigan .
question_data_set,how many babies are in a typical raccoon litter,"After a gestation period of about 65 days, two to five young, known as ""kits"", are born in spring."
question_data_set,what kind of earthquake was haiti,"The 2010 Haiti earthquake was a catastrophic magnitude 7.0 Mw earthquake , with an epicenter near the town of Léogâne ( Ouest Department ), approximately west of Port-au-Prince , Haiti's capital."
question_data_set,what kind of horse was mr ed,"The stars of the show were Mister Ed, a palomino horse who could ""talk"", played by gelding Bamboo Harvester and voiced by former Western star Allan Lane (who went uncredited for the entire length of the series), and his owner, an eccentric and enormously klutzy , yet friendly, architect named Wilbur Post ( Alan Young )."
question_data_set,What does Rapture meaning in a theological sense?,"The Rapture is a term in Christian eschatology which refers to the ""being caught up"" discussed in 1 Thessalonians 4:17, when the ""dead in Christ"" and ""we who are alive and remain"" will be ""caught up in the clouds"" to meet ""the Lord in the air""."
question_data_set,who does chris humphries play for,"Kris Nathan Humphries (born February 6, 1985) is an American professional basketball player with the Brooklyn Nets ."
question_data_set,what are corporation balance,"A balance sheet is often described as a ""snapshot of a company's financial condition""."
question_data_set,what is .17 hmr caliber,".17 Hornady Magnum Rimfire, commonly known as the .17 HMR, is a rimfire rifle cartridge developed by the ammunition company Hornady in 2002."
question_data_set,what made the civil war different from others,"It remains the deadliest war in American history , resulting in the deaths of an estimated 750,000 soldiers and an undetermined number of civilian casualties."
question_data_set,where to buy potato bread made without wheat,"It is available as a commercial product in many countries, with similar variations in ingredients, cooking method, and other variables."
question_data_set,what year was the 8 track invented,"Stereo 8 was created in 1964 by a consortium led by Bill Lear of Lear Jet Corporation, along with Ampex , Ford Motor Company , General Motors , Motorola , and RCA Victor Records (RCA)."
question_data_set,what are points on a mortgage,"Points, sometimes also called a ""discount point"", are a form of pre-paid interest ."
question_data_set,who killed julius caesar,"But the underlying political conflicts had not been resolved, and on the Ides of March (15 March) 44 BC, Caesar was assassinated by a group of senators led by Marcus Junius Brutus ."
question_data_set,what are  the  official languages of nigeria,"The official language of Nigeria, English , the former colonial language, was chosen to facilitate the cultural and linguistic unity of the country."
question_data_set,"who played guitar on the kiss album, creatures of the night","It is also the band's last album recorded with Ace Frehley credited as an official member (until 1998's Psycho Circus ), and its first album with Vinnie Vincent as the initially uncredited lead guitarist (Vincent would later be credited, but not featured pictorially on the cover, of 1985's reissue of the album )."
question_data_set,who wrote white christmas,"""White Christmas"" is an Irving Berlin song reminiscing about an old-fashioned Christmas setting ."
question_data_set,what are the different types of cross country skiing,"Cross-country skiing is part of the Nordic skiing sport family, which includes ski jumping , Nordic combined (cross-country skiing and ski jumping), Biathlon (skiing and rifle marksmanship ) and ski-orienteering (which includes map navigation along snow trails and tracks)."
question_data_set,what are use taxes?,"A use tax in United States is complementary to sales tax which means, if you buy a Taxable product/services without paying any Sales tax to vendor, you owe use tax."
question_data_set,what are use taxes?,"Use tax is also termed as ""Consumption Tax"" or ""Consumer Use Tax""."
question_data_set,what are use taxes?,A use tax is a type of excise tax levied in the United States by numerous state governments.
question_data_set,WHAT IS A FY QUARTER,"A fiscal year (or financial year, or sometimes budget year) is a period used for calculating annual (""yearly"") financial statements in businesses and other organizations."
question_data_set,who pulmonary hypertension,It was first identified by Dr. Ernst von Romberg in 1891.
question_data_set,what is an array in programming,"In computer science , array programming languages (also known as vector or multidimensional languages) generalize operations on scalars to apply transparently to vectors , matrices , and higher dimensional arrays."
question_data_set,what is an array in programming,Array programming primitives concisely express broad ideas about data manipulation.
question_data_set,who wrote a rose is a rose is a rose,"The sentence ""Rose is a rose is a rose is a rose."" was written by Gertrude Stein as part of the 1913 poem Sacred Emily, which appeared in the 1922 book Geography and Plays."
question_data_set,what is a notary for,"A notary public (or notary or public notary) in the common law world is a public officer constituted by law to serve the public in non-contentious matters usually concerned with estates, deeds, powers-of-attorney, and foreign and international business."
question_data_set,what is a notary for,"A notary's main functions are to administer oaths and affirmations, take affidavits and statutory declarations , witness and authenticate the execution of certain classes of documents, take acknowledgments of deeds and other conveyances, protest notes and bills of exchange, provide notice of foreign drafts, prepare marine or ship's protests in cases of damage, provide exemplifications and notarial copies, and perform certain other official acts depending on the jurisdiction ."
question_data_set,when did the cold war start,"The Cold War, often dated from 1947 to 1991, was a sustained state of political and military tension between powers in the Western Bloc , dominated by the United States with NATO among its allies, and powers in the Eastern Bloc , dominated by the Soviet Union along with the Warsaw Pact ."
question_data_set,what state is pike's peak in?,"Pikes Peak State Park is a state park of Iowa , USA, featuring a bluff overlooking the Upper Mississippi River opposite the confluence of the Wisconsin River ."
question_data_set,what state is jakarta in?,"Jakarta (), officially known as the Special Capital Region of Jakarta (), is the capital and largest city of Indonesia ."
question_data_set,what song is sung in 6 foot 7 foot,"""6 Foot 7 Foot"" (also styled as ""6'7"") is a song by American rapper Lil Wayne featuring label mate, Cory Gunz ."
question_data_set,what is a book index,An index (plural: indexes) is a list of words or phrases ('headings') and associated pointers ('locators') to where useful material relating to that heading can be found in a document.
question_data_set,who sings the song never ending story,The English version was performed by Limahl and Beth Anderson ; the French version was performed by Limahl and Ann Calvert.
question_data_set,who can file suspicious activity report,"In United States financial regulation , a suspicious activity report (or SAR) is a report made by a financial institution to the Financial Crimes Enforcement Network (FinCEN), an agency of the United States Department of the Treasury , regarding suspicious or potentially suspicious activity."
question_data_set,who created facebook,"It was founded in February 2004 by Mark Zuckerberg with his college roommates and fellow Harvard University students Eduardo Saverin , Andrew McCollum , Dustin Moskovitz and Chris Hughes ."
question_data_set,what are the sulfas,The original antibacterial sulfonamides (sometimes called sulfa drugs or sulpha drugs) are synthetic antimicrobial agents that contain the sulfonamide group.
question_data_set,what are risk for infections,"Risk of infection is a nursing diagnosis which is defined as ""the state in which an individual is at risk to be invaded by an opportunistic or pathogenic agent ( virus , fungus , bacteria , protozoa , or other parasite ) from endogenous or exogenous sources"" and was approved by NANDA in 1986."
question_data_set,who owns joe's crab shack,Joe's Crab Shack is an American chain of beach-themed seafood casual dining restaurants owned by Ignite Restaurant Group .
question_data_set,where do cruises dock in new york city,New York City Cruise Liner Terminal in Hell's Kitchen at 52nd Street .
question_data_set,what is a right wing christian,Christian right is a term used in the United States to describe right-wing Christian political groups that are characterized by their strong support of socially conservative policies.
question_data_set,who played the lead roles in the movie leaving las vegas,Nicolas Cage stars as a suicidal alcoholic who has ended his personal and professional life to drink himself to death in Las Vegas .
question_data_set,what is a CMM machine,A coordinate measuring machine is a device for measuring the physical geometrical characteristics of an object.
question_data_set,what percentage of water in in the body,"Arthur Guyton 's Textbook of Medical Physiology states that ""the total amount of water in a man of average weight (70 kilograms) is approximately 40 litres, averaging 57 percent of his total body weight."
question_data_set,what percentage of water in in the body,"In a newborn infant, this may be as high as 75 percent of the body weight, but it progressively decreases from birth to old age, most of the decrease occurring during the first 10 years of life."
question_data_set,what type of batteries are 357 (LR44),"LR44 is the IEC designation for an alkaline 1.5 volt button cell , commonly used in small LED flashlights , digital thermometers , calculators , calipers , watches , clocks , toys and laser pointers ."
question_data_set,where did hurricane katrina begin,Hurricane Katrina was the deadliest and most destructive Atlantic hurricane of the 2005 Atlantic hurricane season .
question_data_set,where did hurricane katrina begin,"Hurricane Katrina formed over the Bahamas on August 23, 2005 and crossed southern Florida as a moderate Category 1 hurricane , causing some deaths and flooding there before strengthening rapidly in the Gulf of Mexico ."
question_data_set,what is an assist in basketball,"In basketball , an assist is attributed to a player who passes the ball to a teammate in a way that leads to a score by field goal , meaning that he or she was ""assisting"" in the basket."
question_data_set,what is 1 mil guaranies in united states dollars,"The mill or mille () (sometimes mil in the UK , when discussing property taxes in the United States , or previously in Cyprus and Malta ) is a now-abstract unit of currency used sometimes in accounting ."
question_data_set,where did the persian war take place,The Greco-Persian Wars (also often called the Persian Wars) were a series of conflicts between the Achaemenid Empire of Persia and city-states of the Hellenic world that started in 499 BC and lasted until 449 BC.
question_data_set,where did the persian war take place,"In 494 BC, the Persians regrouped, and attacked the epicentre of the revolt in Miletus."
question_data_set,where did the persian war take place,"At the Battle of Lade , the Ionians suffered a decisive defeat, and the rebellion collapsed, with the final members being stamped out the following year."
question_data_set,where did the persian war take place,"Seeking to secure his empire from further revolts and from the interference of the mainland Greeks, Darius embarked on a scheme to conquer Greece and to punish Athens and Eretria for burning Sardis."
question_data_set,where did the persian war take place,"The actions of the general Pausanias at the siege of Byzantium alienated many of the Greek states from the Spartans, and the anti-Persian alliance was therefore reconstituted around Athenian leadership, as the so-called Delian League ."
question_data_set,where did the persian war take place,"At the Battle of the Eurymedon in 466 BC, the League won a double victory that finally secured freedom for the cities of Ionia."
question_data_set,where did the persian war take place,"A fleet was sent to Cyprus in 451 BC, but achieved little, and when it withdrew the Greco-Persian Wars drew to a quiet end."
question_data_set,what is a day care for?,"Child care or day care is the care of a child during the day by a person other than the child's legal guardians , typically performed by someone outside the child's immediate family ."
question_data_set,who discovered neptune the planet,"With a prediction by Urbain Le Verrier , telescopic observations confirming the existence of a major planet were made on the night of September 23–24, 1846, at the Berlin Observatory , by astronomer Johann Gottfried Galle (assisted by Heinrich Louis d'Arrest ), working from Le Verrier's calculations."
question_data_set,what separates me from you album,What Separates Me from You is the fourth studio album by American metalcore / pop punk band A Day to Remember .
question_data_set,when did thomson make the plum-pudding model,"The plum pudding model of the atom by J. J. Thomson , who discovered the electron in 1897, was proposed in 1904 before the discovery of the atomic nucleus in order to add the electron to the atomic model."
question_data_set,what part of the pig is bacon,"It is usually made from side and back cuts of pork, except in the United States, where it is almost always prepared from pork belly (typically referred to as ""streaky"", ""fatty"", or ""American style"" outside of the US and Canada)."
question_data_set,where did erisa come from,"The Employee Retirement Income Security Act of 1974 (ERISA) (, codified in part at ) is a federal law which establishes minimum standards for pension plans in private industry and provides for extensive rules on the federal income tax effects of transactions associated with employee benefit plans."
question_data_set,where did erisa come from,ERISA was enacted to protect the interests of employee benefit plan participants and their beneficiaries by:
question_data_set,what percent of illegal immigrants are from mexico and europe,"According to a 2005 Pew Hispanic Center report, 56% of undocumented immigrants were from Mexico ; 22% were from other Latin American countries; 13% were from Asia; 6% were from Europe and Canada; and 3% were from Africa and the rest of the world."
question_data_set,what school district is alvin in?,"Alvin Independent School District is a school district based in Alvin , Texas ( USA )."
question_data_set,what are the houses of hogwarts,"Hogwarts School of Witchcraft and Wizardry, shortened Hogwarts, is a fictional British school of magic for students aged eleven to eighteen, and is the primary setting for the first six books in J.K. Rowling 's Harry Potter series."
question_data_set,when us subprime mortgage market collapse,The U.S. subprime mortgage crisis was a set of events and conditions that led to a financial crisis and subsequent recession that began in 2008.
question_data_set,What kind of personality test is the MBTI,The Myers-Briggs Type Indicator (MBTI) assessment is a psychometric questionnaire designed to measure psychological preferences in how people perceive the world and make decisions.
question_data_set,What kind of personality test is the MBTI,The MBTI focuses on normal populations and emphasizes the value of naturally occurring differences.
question_data_set,What kind of personality test is the MBTI,"Robert Kaplan and Dennis Saccuzzo believe ""the underlying assumption of the MBTI is that we all have specific preferences in the way we construe our experiences, and these preferences underlie our interests, needs, values, and motivation"" (p. 499)."
question_data_set,what type of game is heavy rain,Heavy Rain is an interactive drama action-adventure video game created by French developer Quantic Dream exclusively for the PlayStation 3 .
question_data_set,what are superannuation contributions?,Superannuation in Australia refers to the arrangements which people make in Australia to have funds available for them in retirement .
question_data_set,where does a flea live,"Fleas are external parasites , living by hematophagy off the blood of mammals and birds ."
question_data_set,what is a group of deer called,Deer (singular and plural) are the ruminant mammals forming the family Cervidae.
question_data_set,what state was john mccain a senator in during the 2008 election,"Democrat Barack Obama , then the junior Senator from Illinois , defeated Republican John McCain , the senior Senator from Arizona ."
question_data_set,when does the electoral college votes,The United States Electoral College is the institution that officially elects the President and Vice President of the United States every four years.
question_data_set,when barack obama was born,"Barack Hussein Obama II (; born August 4, 1961) is the 44th and current President of the United States , the first African American to hold the office."
question_data_set,who wrote rhythm of the ancient mariner,"The Rime of the Ancient Mariner (originally The Rime of the Ancyent Marinere) is the longest major poem by the English poet Samuel Taylor Coleridge , written in 1797–98 and published in 1798 in the first edition of Lyrical Ballads ."
question_data_set,when did freddie mercury die,"Freddie Mercury (born Farrokh Bulsara; Gujarati : ફરોખ બલ્સારા‌, Pharōkh Balsārā‌); 5 September 1946 – 24 November 1991) was a British musician, singer and songwriter, best known as the lead vocalist and lyricist of the rock band Queen ."
question_data_set,what is a .PAC file,A proxy auto-config (PAC) file defines how web browsers and other user agents can automatically choose the appropriate proxy server (access method) for fetching a given URL .
question_data_set,what is a .PAC file,"A PAC file contains a JavaScript function “FindProxyForURL(url, host)”."
question_data_set,what are spoilers for,Some spoilers are added to cars primarily for styling purposes and have either little aerodynamic benefit or even make the aerodynamics worse.
question_data_set,who sings i am a man of constant sorrow,"""Man of Constant Sorrow"" (also known as ""I Am A Man of Constant Sorrow"") is a traditional American folk song first recorded by Dick Burnett , a partially blind fiddler from Kentucky ."
question_data_set,who kill franz ferdinand ww1,"On 28 June 1914, Archduke Franz Ferdinand of Austria , heir presumptive to the Austro-Hungarian throne, and his wife, Sophie, Duchess of Hohenberg , were shot dead in Sarajevo , by Gavrilo Princip , one of a group of six Bosnian Serb assassins coordinated by Danilo Ilić ."
question_data_set,what year did disney's animal kingdom lodge open,"It opened on April 16, 2001."
question_data_set,what are two languages in Nigeria?,"The major languages are Yoruba , Hausa , Igbo , Edo , Fulfulde , Kanuri , and Ibibio ."
question_data_set,what war led to Pearl Harbor,"War between Japan and the United States had been a possibility that each nation's military forces planned for since the 1920s, though real tension did not begin until the 1931 invasion of Manchuria by Japan."
question_data_set,what is a mms message,Multimedia Messaging Service (MMS) is a standard way to send messages that include multimedia content to and from mobile phones .
question_data_set,where in the world are smallpox common,The earliest physical evidence of it is probably the pustular rash on the mummified body of Pharaoh Ramses V of Egypt.
question_data_set,what year did the beatles came out with the song i wanna hold your hand,"Written by John Lennon and Paul McCartney , and recorded in October 1963, it was the first Beatles record to be made using four-track equipment."
question_data_set,what year did the beatles came out with the song i wanna hold your hand,"With advance orders exceeding one million copies in the United Kingdom, ""I Want to Hold Your Hand"" would ordinarily have gone straight to the top of the British record charts on its day of release (29 November 1963) had it not been blocked by the group's first million seller "" She Loves You "", the Beatles' previous UK single, which was having a resurgent spell in the top position following intense media coverage of the group."
question_data_set,what is a gasser car,A gasser was a type of hot rod originating on the dragstrips of the United States in the late 1950s and continued until the early 1970s.
question_data_set,what tensions preceded the berlin blockade,"Their aim was to force the western powers to allow the Soviet zone to start supplying Berlin with food and fuel, thereby giving the Soviets practical control over the entire city."
question_data_set,who sang proud mary,"""Proud Mary"" is a rock song written by American singer-songwriter and multi-instrumentalist John Fogerty , and recorded by his band Creedence Clearwater Revival ."
question_data_set,who sang that song-a change is going to come,"""A Change Is Gonna Come"" is a 1964 single by R&B singer-songwriter Sam Cooke , written and first recorded in 1963 and released under the RCA Victor label shortly after his death in late 1964."
question_data_set,where do crocodiles live,"Crocodiles (subfamily Crocodylinae) or true crocodiles are large aquatic tetrapods that live throughout the tropics in Africa , Asia , the Americas and Australia ."
question_data_set,what percentage of the human body is water,"Arthur Guyton 's Textbook of Medical Physiology states that ""the total amount of water in a man of average weight (70 kilograms) is approximately 40 litres, averaging 57 percent of his total body weight."
question_data_set,what relates to erosion,"Erosion is the process by which soil and rock are removed from the Earth's surface by exogenetic processes such as wind or water flow, and then transported and deposited in other locations."
question_data_set,what relates to erosion,"Water and wind erosion are now the two primary causes of land degradation ; combined, they are responsible for 84% of degraded acreage, making excessive erosion one of the most significant global environmental problems."
question_data_set,what is a form of legal ownership,"Ownership of property may be private, collective, or common and the property may be objects , land/real estate , or intellectual property ."
